TF	Target	EdgeWeight
ASB4	BLM	0.0016715036472305655
SOX3	RBMX	0.0016714850207790732
HIF3A	DACH1	0.001671475707553327
AFF1	DKK1	0.0016714709345251322
AR	ZFP42	0.0016714525409042835
TCF4	DSCC1	0.0016714319353923202
NKX3-1	TCEA1	0.0016714204102754593
ZNF589	SNAI1	0.0016714169178158045
POLR2F	ZNF142	0.0016714142402634025
GATAD2A	NAP1L3	0.0016714109806343913
NR3C1	FOXK1	0.0016713892109692097
SRSF3	PPPDE1	0.0016713812947273254
KAT6A	BLM	0.0016713810618966818
TEAD4	DYNC1I1	0.0016713703516870737
LIN28A	BTF3	0.001671342528425157
KAT6A	FBXO34	0.001671340549364686
HDAC9	SMAD2	0.0016713368240743876
SOX7	SENP7	0.001671317731961608
DAXX	TMEM38B	0.001671309000812471
CITED2	MAGI3	0.0016713025979697704
SOX3	MSANTD3-TMEFF1	0.0016712931683287024
TLE1	ZNF512	0.0016712802462279797
GRHL1	PRDM14	0.0016712478827685118
RAD51	PAM	0.0016712386859580874
ZNF585B	LMO3	0.001671225531026721
CIITA	ZDHHC21	0.0016712240176275373
RBPJ	CRABP2	0.0016712138894945383
TFDP1	SEMA6A	0.001671212143264711
ARID4B	TAF1L	0.0016711914213374257
CUX1	E2F3	0.0016711672069504857
MAPK10	FAM69A	0.0016711652278900146
ARNT2	WDHD1	0.0016711608041077852
TLR7	SOS2	0.0016711429925635457
ZNF219	MCM7	0.0016711062053218484
MCM7	ZBTB38	0.001671064761467278
ARID3A	MRPL1	0.0016710591735318303
DEK	TCF19	0.0016710571944713593
IFI16	ZBTB10	0.0016709375195205212
TFE3	RUVBL2	0.001670908648520708
BHLHE40	CCDC82	0.0016708733746781945
SP100	ZFPM2	0.0016708620823919773
RBPJ	CA14	0.0016708617331460118
SMAD5	ANKZF1	0.0016708244802430272
PPARGC1B	SSFA2	0.0016707910690456629
TLR4	TMF1	0.0016707731410861015
ZNF160	ANKMY2	0.0016707709291949868
TRIM33	RNPS1	0.0016707603354007006
SOX7	PPARGC1B	0.001670747878961265
RFXANK	CCNE2	0.0016707329778000712
CBFA2T2	MXD4	0.0016707283211871982
CBX3	DUSP4	0.001670688041485846
EGR1	PPARA	0.0016706684837117791
CHAF1A	TRIM33	0.0016706549795344472
TAF1L	ARID4B	0.001670641009695828
EZH2	FER	0.0016706404276192188
DNMT1	ASXL1	0.0016706117894500494
FXR1	GCA	0.0016706034075468779
XRCC5	UBTF	0.0016705984016880393
ZKSCAN1	ARID4B	0.0016705937450751662
TRIP13	PATZ1	0.0016705787274986506
SALL2	SLITRK2	0.001670569647103548
PGR	AEBP1	0.001670542056672275
CUX1	NCOA6	0.0016705163288861513
NFATC1	HDAC9	0.0016704980516806245
TMF1	ZKSCAN1	0.0016704949084669352
HIF1A	ANKMY2	0.001670462661422789
EEF1A1	DNAJB14	0.0016704531153663993
NFKBIA	NR2C1	0.0016704529989510775
HNRNPK	BHLHE40	0.001670451951213181
CITED2	NEDD4	0.001670404220931232
SOX13	COL1A2	0.0016703822184354067
WWTR1	MAPK10	0.0016703794244676828
PGR	CIITA	0.0016703761648386717
RAD51	STK38L	0.001670327503234148
PARP1	TMEM38B	0.0016703014262020588
EWSR1	LECT1	0.0016703009605407715
SOS2	ENC1	0.0016702852444723248
UHRF1	SFPQ	0.0016701919957995415
APEX1	LIN28A	0.0016701840795576572
JUND	HMGA1	0.00167015939950943
NR3C1	KRCC1	0.0016701332060620189
FOXD3	TAF1L	0.0016701219137758017
SPIB	ITPR2	0.0016700952546671033
PTMA	HRSP12	0.0016700943233445287
CUX1	ASB9	0.001670071273110807
SATB2	TCEA1	0.0016700453124940395
MIF	POLR2K	0.0016700222622603178
NFKBIA	TRIM25	0.0016700078267604113
RBBP4	LEPREL1	0.00166993192397058
ARNT2	ARHGAP28	0.0016699242405593395
MAML3	TP53INP1	0.0016699060797691345
ASB9	CCDC82	0.0016698769759386778
TLE2	JMJD1C	0.0016698666149750352
ARID4B	SYNE2	0.001669860677793622
ELAVL2	LIMD1	0.0016698173712939024
CREB3L4	ANKRD13C	0.001669786754064262
TAF1L	VPS54	0.0016697737155482173
FXR1	NCOA6	0.001669689896516502
H1F0	TRIP11	0.00166967639233917
SKIL	MAP4K3	0.0016696583479642868
ASXL1	WDR5	0.001669651479460299
HNRNPD	PDCD11	0.001669625984504819
HCFC1	HLX	0.001669622608460486
PDCD11	FOXN3	0.0016695973463356495
SNRPB	EZH2	0.0016695894300937653
JUND	PTGR1	0.0016695678932592273
TP53	CD9	0.0016695628874003887
SMAD5	WDR35	0.0016695583472028375
LMO3	ARID4B	0.0016695529920980334
PER3	POLR3E	0.001669534482061863
NCOA6	PMP22	0.0016695212107151747
CSDE1	GRHL1	0.001669492688961327
DAXX	HDAC9	0.0016694898949936032
E2F4	EMB	0.0016694319201633334
BCL11B	SYNE2	0.0016694058431312442
SOX13	TMF1	0.0016694051446393132
POLR2G	CD200	0.0016693992074579
SNAI1	ZRANB2	0.0016693585785105824
RFXANK	LIMCH1	0.0016693463549017906
TFE3	PRSS35	0.0016693458892405033
CTNNB1	TLR4	0.001669331919401884
ALYREF	ARHGAP29	0.001669275457970798
ASB9	POLR1C	0.0016692749923095107
PPARA	FAM69A	0.001669266726821661
RFXANK	TFPI	0.0016692638164386153
SOX17	FOXJ1	0.001669253222644329
UBTF	CD9	0.0016692235367372632
SOX13	RGS5	0.0016692093340680003
NHLH2	ITPR2	0.0016691895434632897
BCLAF1	POLR1B	0.0016691612545400858
PATZ1	SRSF2	0.0016691549681127071
TRIM28	HLX	0.0016691212076693773
ARNT2	ASB4	0.0016690570628270507
NFE2L3	MED16	0.0016690563643351197
POLR1A	ANKRD28	0.0016690429765731096
TRAF6	ANKRD50	0.0016690297052264214
SATB2	TLE3	0.0016690060729160905
SNAPC4	COL1A2	0.001669004326686263
HOPX	CREB3L4	0.00166893913410604
SOX4	C11ORF82	0.0016689335461705923
RFXANK	SRSF2	0.001668922370299697
RBMX	PPM1H	0.0016689064214006066
PA2G4	SIRT1	0.0016688934992998838
POLR2H	EHMT2	0.0016688628820702434
E2F7	CYP1B1	0.0016688574105501175
ARNT2	CBFA2T2	0.0016688518226146698
ZBTB38	GRHL1	0.0016688477480784059
SMAD2	SOX3	0.0016688109608367085
ETV4	NFKBIB	0.0016687632305547595
CEBPZ	LMX1B	0.001668740063905716
AES	ETV4	0.0016687327297404408
PRDM1	ASB9	0.0016687160823494196
ZIC3	ANKRD6	0.0016686638118699193
CBX3	MAFG	0.001668635057285428
AFF1	TRIP6	0.0016685985028743744
MITF	JUND	0.0016685979207977653
PRDM1	MEIS1	0.0016685944283381104
POLR1A	MBOAT1	0.0016685576410964131
PSMD9	TRIP6	0.001668551703915
APC	ANKRD26	0.0016685380833223462
PHF21A	MECOM	0.001668532146140933
TBX20	HNRNPK	0.0016685286536812782
BMP4	CXXC1	0.0016685270238667727
BMP4	NR3C1	0.001668519456870854
SRSF2	SLITRK2	0.0016685144510120153
MYCN	FOXP1	0.0016685064183548093
HIF3A	CCPG1	0.0016685037408024073
HOXB4	ITPR2	0.0016684712609276175
HAND2	ANKMY2	0.0016684681177139282
NR0B1	BTF3	0.0016683717258274555
PPARGC1B	MYBL2	0.0016683537978678942
PPARGC1B	SCD5	0.00166834716219455
EWSR1	KIF15	0.001668324926868081
DAB2	TMEM131	0.001668304787017405
EHMT2	LGALSL	0.0016682527493685484
HOPX	DAXX	0.001668242970481515
LEF1	AKAP2	0.0016682366840541363
BMP2	LMO2	0.00166820059530437
KHSRP	LZTS1	0.0016681954730302095
EZH2	ERCC-00022	0.0016681645065546036
SAP18	SNRPB	0.0016681596171110868
TWIST1	TIPIN	0.0016681579872965813
POU5F1	DEPDC1B	0.0016681475099176168
HMGA1	TGFB1I1	0.0016681452980265021
STAT3	ERCC-00003	0.0016681250417605042
E2F7	STK38L	0.0016681242268532515
RBFOX2	LGALSL	0.001668103039264679
LEF1	POLR1C	0.0016680908156558871
ZNF202	TJP2	0.0016680887201800942
UPF1	LECT1	0.0016680365661159158
PARP1	RUVBL1	0.0016680340049788356
CRABP2	SPIB	0.00166800688020885
CNTRL	WDR3	0.0016679891850799322
CENPK	SALL3	0.0016679668333381414
GATAD2A	ITGA6	0.0016679607797414064
MAPK10	PLOD2	0.001667958335019648
E2F4	SOX3	0.0016679336549714208
CNTRL	SFRP1	0.0016679206164553761
FXR1	SLITRK2	0.0016678937245160341
SETBP1	ST8SIA1	0.0016678923275321722
PER3	ZNF589	0.0016678611282259226
ATRX	ARID5B	0.0016678262036293745
TBX3	FLRT2	0.0016678260872140527
HDAC9	ZNF24	0.0016678023384884
PATZ1	MANEA	0.001667776727117598
TRIM33	DLGAP5	0.0016677739331498742
KHSRP	PCDH7	0.0016677724197506905
AFF4	FOXJ1	0.0016677540261298418
NAA15	OTUD6B	0.001667721662670374
APBB1	PPPDE1	0.001667712233029306
EZH2	RNF138	0.0016677055973559618
PRDM14	RRAS2	0.0016676934901624918
BMPR1A	CDC7	0.0016676782397553325
CHAF1A	SLC39A8	0.0016676686936989427
WDR5	ALG6	0.001667654374614358
CREB3L4	HOXB7	0.0016676507657393813
MAFG	ZEB2	0.0016676051309332252
POU2F1	PRIC285	0.0016675441293045878
SATB2	LTBP1	0.0016675412189215422
POLR3E	NT5DC3	0.0016675404040142894
RFXANK	PMP22	0.0016675358638167381
PURA	SLC35A3	0.0016675358638167381
TBX20	UHRF1	0.0016675206134095788
SATB2	PLSCR4	0.001667519798502326
MYOCD	CAMK2D	0.0016675181686878204
AFF1	TMEM47	0.0016675078077241778
FOXF1	RPP40	0.0016674945363774896
ASXL1	ELL2	0.001667483476921916
RORB	GLMN	0.0016674769576638937
VHL	ZFHX3	0.0016674636863172054
ZNF202	ITGA6	0.001667445176281035
APC	FOXP1	0.0016673884820193052
SNAPC3	ENO1	0.0016673767240718007
ASXL1	TFB2M	0.0016673477366566658
RBM14	RSPO3	0.0016673312056809664
LIMD1	ELMOD2	0.0016673279460519552
POLR1B	RAB31	0.0016673178179189563
ZNF219	PATZ1	0.0016673142090439796
PTMA	RAVER2	0.0016673028003424406
CTNNB1	SPIB	0.0016672996571287513
YBX1	ZRANB2	0.001667283708229661
MCM6	ZFP42	0.0016672576311975718
JUND	PDLIM3	0.0016672322526574135
SRSF3	PSMD9	0.001667200238443911
HMGA1	TRAPPC8	0.0016671910416334867
ELAVL2	MCM6	0.00166718487162143
POLR1A	DNA2	0.0016671823104843497
SMARCD1	ZNF30	0.001667180098593235
TEAD1	SPP1	0.0016671778867021203
PA2G4	AFF1	0.0016671625198796391
KHSRP	CIITA	0.0016671506455168128
SMAD5	ZNF83	0.0016671468038111925
TCF19	ETV1	0.0016671274788677692
LEF1	CALCOCO1	0.00166712433565408
RXRG	ERCC-00044	0.0016671163029968739
PER3	MLLT3	0.0016671050107106566
E2F7	PTPRZ1	0.0016671045450493693
RXRG	RGPD2	0.0016671041958034039
TLR7	SLITRK2	0.0016670626355335116
NFIB	MPHOSPH9	0.0016670598415657878
ENO1	PSMD9	0.001667055650614202
GSC	SNAPC3	0.0016670309705659747
MYBL2	RGS5	0.0016670206096023321
FUS	ATP11B	0.0016670001205056906
SRSF6	PRIC285	0.0016669942997395992
HLX	YAF2	0.0016669828910380602
ASB9	SENP7	0.0016669643810018897
PSMD9	ID3	0.0016669235192239285
ZNF471	APLNR	0.0016669216565787792
CRX	LTBP1	0.0016669052420184016
PARN	ZNF518B	0.0016668947646394372
PHF21A	GYPB	0.0016668923199176788
AFF4	LPGAT1	0.0016668479656800628
FUS	WLS	0.0016668429598212242
UBTF	RMI1	0.0016668281750753522
WDR5	TPD52	0.0016668133903294802
ASH2L	PGM2	0.0016667997697368264
SRSF3	PPAPDC1A	0.0016667005838826299
TCEA1	TPD52	0.0016666521551087499
CBFA2T2	ST3GAL6	0.001666652038693428
SRSF10	SRSF1	0.00166664260905236
SATB1	CBR1	0.0016666414448991418
KLF5	ESPL1	0.0016666284063830972
SETBP1	CDC20	0.0016666270093992352
SOX17	GCM1	0.0016666073352098465
CENPK	PPARGC1B	0.001666604308411479
SALL3	CSRP2	0.0016665743896737695
SHOX2	QPCT	0.0016665677540004253
NR3C1	AK4	0.0016665529692545533
APBB2	WDHD1	0.001666548545472324
SUPT7L	GPSM2	0.0016665427247062325
SMARCD3	ATP2B4	0.0016665069852024317
NFYB	FAM117B	0.0016664827708154917
SIRT1	MAN1A1	0.001666469732299447
NR0B1	RNPS1	0.0016664527356624603
MCM5	SSB	0.0016664516879245639
AFF4	PNPLA8	0.001666411873884499
DACH1	RTKN2	0.0016664002323523164
NRIP1	CSDE1	0.001666393131017685
LEF1	GINS2	0.0016663864953443408
PITX2	HPRT1	0.0016663612332195044
NFIB	TMEM38B	0.0016663579735904932
TBX3	TRIP6	0.0016663458663970232
ILF3	GSC	0.0016663277056068182
WWP1	GAD1	0.0016662678681313992
POLR2G	SATB1	0.001666261930949986
GATA2	NFIA	0.0016662501730024815
CRABP2	TGFB1	0.0016662427224218845
CENPK	SSFA2	0.001666191965341568
NFIA	ERCC-00113	0.0016661641420796514
POU2F1	RNF19A	0.0016661228146404028
UBTF	XRCC6	0.0016661114059388638
AFF1	TDP2	0.0016660882392898202
BMPR1A	TRIP13	0.0016659960383549333
CTNNB1	PARP1	0.0016659811371937394
GATA4	PPARA	0.001665951800532639
LMO2	PHF21A	0.0016659459797665477
POU2F2	FOXJ2	0.001665944466367364
PGR	DKK1	0.0016659306129440665
PSIP1	EHMT2	0.001665905467234552
LMO2	NKX3-1	0.0016658909153193235
REL	PLCB4	0.0016658741515129805
LIMD1	HOMER1	0.001665871706791222
RUNX1	DECR1	0.0016658627428114414
PSIP1	CCNB2	0.0016658427193760872
BCL11B	TRPS1	0.0016658407403156161
ASXL1	FBXO28	0.0016657923115417361
BHLHE40	SOX7	0.00166578299831599
GATA3	AIRE	0.0016657717060297728
TWIST1	PBX1	0.0016657678643241525
MCM2	SNAI2	0.0016657474916428328
SUPT7L	MALT1	0.0016657434171065688
SETBP1	BLM	0.0016657342202961445
ASB4	KLHL4	0.0016657273517921567
ETV4	GRHL1	0.0016657160595059395
JUND	PRSS23	0.001665688119828701
WWP1	NT5DC3	0.0016656576190143824
POU5F1	NR2C1	0.0016656421357765794
EOMES	HRSP12	0.00166563899256289
POLR1A	SEMA6D	0.001665633637458086
SF1	EZH2	0.0016656277002766728
ESRRG	TRIP6	0.001665616175159812
TFDP1	MPHOSPH9	0.0016656088409945369
RUNX1	CNBP	0.001665606047026813
MED14	NR0B1	0.0016656031366437674
PA2G4	EEF1A1	0.0016655978979542851
BRWD1	ZNF24	0.0016655889339745045
SOX3	CREB3L4	0.001665511867031455
TWIST1	RIOK1	0.001665503834374249
KHDRBS2	ZNF518B	0.0016655030194669962
HOPX	E2F4	0.0016655030194669962
POU3F1	COMMD10	0.001665478921495378
TRIM28	TRERF1	0.0016654747305437922
MYBBP1A	MFAP4	0.0016654733335599303
ZEB2	ROR2	0.0016654570354148746
PRDM14	NFAT5	0.0016654393402859569
FOXK1	SULF2	0.0016654334031045437
GSC	ANKMY2	0.0016654240898787975
POLR1C	ZNF488	0.0016654236242175102
DNAJC2	CCDC138	0.0016654063947498798
SNRPB	CD9	0.001665398245677352
SNAI1	PREPL	0.0016653724014759064
MYBL2	PLP1	0.0016653100028634071
SP100	STT3B	0.0016652761260047555
HIF3A	CDK6	0.001665266347117722
EHMT2	TFB2M	0.0016652385238558054
SATB2	HIST1H1B	0.0016652384074404836
ZNF398	MAML3	0.0016652370104566216
DNAJC2	C4ORF46	0.0016652267659083009
SOX3	CCKBR	0.0016652175690978765
UHRF1	DPYSL3	0.0016652139602229
POLR2G	RBMX	0.0016651996411383152
SRSF1	RXRG	0.0016651763580739498
ETS1	KLHL28	0.0016651286277920008
ZNF589	ZFHX3	0.0016651242040097713
ZNF160	AIP	0.0016651112819090486
CBFA2T2	NFKBIB	0.0016650671605020761
MYBL2	ELMOD2	0.0016650506295263767
DAXX	NRIP1	0.0016650420147925615
RAX2	PRSS35	0.0016650303732603788
HAND1	KIAA0528	0.0016650258330628276
POLR2I	SMG6	0.0016650218749418855
FOXK1	WDFY1	0.0016649949830025434
ZFPM2	DLC1	0.0016649938188493252
CNBP	DNMT1	0.0016649882309138775
POLR1C	ANKRD26	0.0016649870667606592
JUND	TFAP2A	0.0016649600584059954
SNRPB	POU2F2	0.0016649541212245822
NFIC	ZNF146	0.001664923271164298
SRC	DNAAF2	0.00166491384152323
WWP1	ANKRD28	0.001664877636358142
PSMD9	GATAD2A	0.0016648764722049236
PURA	CAP2	0.0016648686723783612
CNTRL	NCOA6	0.0016648670425638556
RNF14	LRIG3	0.001664850628003478
ARID4B	ATF6	0.0016648441087454557
ASXL1	NOC3L	0.001664801500737667
PBX1	ANKRD28	0.0016647345619276166
MCM3	MMP16	0.0016647293232381344
TGFB1	PMP22	0.0016647177981212735
FXR1	PELI2	0.0016647173324599862
ESPL1	GCM1	0.0016646642470732331
POU2AF1	TMEM47	0.0016646244330331683
RBMX	C3ORF14	0.0016646195435896516
AES	SAP18	0.0016646170988678932
NFATC1	SMARCD1	0.0016646095318719745
ZFP42	MRPS30	0.0016645888099446893
PLAGL1	MIA3	0.0016645875293761492
ARNT2	CDCA7L	0.001664572162553668
H1F0	LMX1B	0.0016645579598844051
BMP4	RIPPLY1	0.0016645475989207625
PHF21A	SALL3	0.001664545270614326
PAWR	NFIA	0.001664531882852316
POLR2K	ZNF280B	0.0016645239666104317
RBMX	CDCA7L	0.0016645060386508703
DDX54	CBR1	0.001664504292421043
HOXB3	ANKRD6	0.0016644991701468825
SSB	KHSRP	0.0016644755378365517
LDB2	H1F0	0.0016644271090626717
SMARCD1	MCM6	0.001664375071413815
CXXC1	CEBPZ	0.0016643739072605968
CTBP1	MAFG	0.0016643714625388384
TFE3	QPCT	0.0016643673880025744
CUX1	WDFY1	0.0016643499257043004
BCL11B	APLNR	0.0016643477138131857
TRIM28	POLR2D	0.0016643425915390253
ZNF764	GATA3	0.001664328738115728
ZNF202	CD9	0.0016643238486722112
FXR1	EXO1	0.0016643202397972345
MED14	PSMD9	0.0016643096460029483
ATRX	ELMO1	0.0016642785631120205
CHAF1A	PIP4K2A	0.0016642356058582664
ZFPM2	LUM	0.001664231182076037
MYBL2	DYNC2LI1	0.0016641508555039763
POLR2K	MME	0.0016641368856653571
FXR1	FBXO34	0.001664128270931542
TEAD4	ETV7	0.001664089853875339
ILF2	AMIGO2	0.0016640654066577554
RUVBL1	MTERF	0.001664017210714519
SALL3	SRC	0.0016640030080452561
TRIM28	GLMN	0.0016639966052025557
E2F3	PHLDB2	0.0016639921814203262
PPARA	MATN3	0.0016639875248074532
TCF19	SEMA3A	0.0016639841487631202
POU2AF1	HEG1	0.0016639657551422715
HIF1A	MCM3	0.0016639578389003873
BCL11B	ELMO1	0.00166393315885216
SP100	TRAPPC8	0.0016639279201626778
ETS1	SRSF2	0.0016639218665659428
EOMES	POLR2H	0.001663900911808014
PSIP1	LMO2	0.0016638572560623288
ZFP42	ARID3B	0.001663851086050272
CTBP1	ELMO1	0.001663847710005939
APBB2	MANEA	0.0016638390952721238
RBMX	ZNF107	0.0016638378147035837
HESX1	TRIM28	0.0016638031229376793
XRCC6	KIAA1804	0.0016637889202684164
SRSF3	ERCC-00042	0.0016637755325064063
EZH2	SH3BGRL	0.0016637727385386825
SSB	TBX20	0.0016637603985145688
HNRNPD	HOPX	0.0016637303633615375
MECOM	KAT7	0.0016637294320389628
HIF3A	HDAC9	0.0016637227963656187
TFDP1	MAMLD1	0.0016637147637084126
RBBP4	GTF2H2	0.001663695671595633
RFXANK	POLR3G	0.001663674833253026
IRF1	NAA15	0.0016636669170111418
SOS2	LDB2	0.0016636633081361651
ZFHX3	GPSM2	0.0016636616783216596
SMAD2	ZNF512	0.0016636576037853956
RUNX1	LGALSL	0.0016636541113257408
CREB3L4	IGDCC4	0.0016636414220556617
NFIA	CCKBR	0.001663609524257481
PRDM14	NFIB	0.0016636061482131481
FOXD3	DDX54	0.0016635567881166935
POLR2H	POLR2D	0.0016635460779070854
TGFB1I1	TLE2	0.001663460861891508
SOX7	KIAA1109	0.001663458882831037
PHF21A	HDAC9	0.0016634466592222452
IRF1	LIFR	0.001663404400460422
PRDM1	DNMT3A	0.0016634040512144566
TLE3	DNAJC2	0.0016633986961096525
SUPT7L	CCNE2	0.00166338961571455
BCL11B	E2F3	0.0016633393242955208
RNF14	ZNF146	0.001663337112404406
NFYB	CBR1	0.0016633043996989727
CIITA	CDCA2	0.0016633017221465707
TEAD4	ELK3	0.0016632855404168367
ZKSCAN1	ST8SIA1	0.0016632811166346073
SOX7	BCLAF1	0.001663276576437056
MYCN	PIP4K2A	0.0016632581828162074
DNMT1	RBPJ	0.00166325515601784
HIF3A	FOXP1	0.00166324304882437
SOX3	PMAIP1	0.0016632260521873832
HLX	ELOVL2	0.001663218718022108
TEAD4	SIX6	0.0016631919424980879
NFATC3	EXO1	0.0016631771577522159
YBX1	MATN3	0.0016631681937724352
POU2F1	COL4A1	0.0016631283797323704
HOPX	PROM1	0.0016631260514259338
UBTF	NCAPG	0.0016631238395348191
RBM14	TIPARP	0.001663113129325211
SSB	GTF3C4	0.0016630718018859625
TFE3	RNF138	0.001663052593357861
NFIC	TRIM22	0.0016630265163257718
PDGFA	THAP9	0.0016630133613944054
CSDE1	SNAI1	0.0016630066093057394
NRIP1	RRAS2	0.0016630018362775445
SMARCC1	CCNB2	0.0016629999736323953
POLR2F	FOXJ1	0.0016629898454993963
PBX1	CDCA7L	0.0016629887977614999
TAF1L	RUNX1	0.0016629762249067426
SNAI2	RGPD2	0.0016629729652777314
HNRNPD	HPRT1	0.0016629702877253294
CEBPZ	GATA2	0.0016629538731649518
NR2C1	CDCA8	0.0016629338497295976
ETV3	KIAA1804	0.0016629286110401154
SNRPD1	NUAK1	0.0016629260499030352
POLR2D	TNFRSF11B	0.0016628886805847287
DNMT1	MAP3K2	0.0016628836747258902
E2F4	POLR1C	0.0016628694720566273
TMF1	DNAJB14	0.0016628417652100325
BMPR1A	FASTKD3	0.0016628368757665157
POU5F1	MBIP	0.0016628209268674254
GSC	MCM6	0.0016628025332465768
NKX3-1	TWIST1	0.0016627948498353362
SNAPC3	PLXNA2	0.001662786235101521
ZNF160	ZNF764	0.0016627407167106867
RUVBL1	POLR1B	0.0016627069562673569
SOX2	PA2G4	0.001662702881731093
TRIP13	KLF6	0.0016626864671707153
SPIB	XRN1	0.0016626768046990037
PRDM1	RORB	0.0016626652795821428
SAP18	NFKBIB	0.0016626464203000069
CREB3L4	ZBTB10	0.001662645721808076
PPARGC1B	MCM7	0.001662633614614606
TRIP11	KIAA1109	0.0016626195283606648
RNF19A	SULF2	0.0016625836724415421
HDAC9	CD9	0.0016625256976112723
HNRNPK	MLLT3	0.0016625085845589638
NFE2L3	PA2G4	0.001662498340010643
HOXB7	ANKRD13C	0.0016624779673293233
TFDP1	RXRG	0.0016624720301479101
POU3F1	SSB	0.0016624659765511751
PAWR	PLK1	0.0016624623676761985
PBX1	WWTR1	0.0016624261625111103
MECOM	SMARCD3	0.0016624173149466515
VHL	ZNF219	0.0016623978735879064
CUX1	ILF3	0.0016623074188828468
MEF2D	STC1	0.0016622674884274602
CREB3L2	NCAM1	0.0016622405964881182
TLE1	NFATC1	0.001662176102399826
GSC	DEK	0.001662171445786953
FUBP1	CREB3L4	0.0016621636459603906
SMG6	UHRF1	0.0016621252289041877
AFF1	EPB41L3	0.001662121037952602
TLE3	EPHA4	0.0016620953101664782
RBBP4	RPL17-C18ORF32	0.0016620827373117208
SOS2	ASB4	0.0016620709793642163
SALL2	NFYB	0.0016620662063360214
TGFB1	SOS2	0.001662040245719254
PSIP1	SRSF3	0.0016620104433968663
NCOA6	MLLT6	0.00166199984960258
SIRT1	HMGN2	0.00166198646184057
TLE2	KAL1	0.0016619836678728461
HNRNPAB	PITX2	0.0016619510715827346
XRCC5	TFB2M	0.0016619270900264382
MCM3	SEMA6A	0.0016618494410067797
AR	SETBP1	0.001661801477894187
E2F3	TEAD4	0.001661784714087844
FUBP1	JPH1	0.0016617741202935576
SATB1	NXT2	0.001661767833866179
NFKBIA	SP100	0.0016617662040516734
FOXH1	SNAPC3	0.001661762478761375
PPARGC1B	CCNA2	0.0016617302317172289
SETBP1	SMARCD1	0.0016617284854874015
MAFG	DCAF6	0.0016616802895441651
POLR2D	PPPDE1	0.0016616713255643845
LEF1	MAGI3	0.0016616368666291237
MLLT6	MCC	0.0016616361681371927
E2F7	ISCA1	0.0016615784261375666
POU3F1	BLM	0.0016615521162748337
SUPT16H	LIPG	0.0016615387285128236
ID1	PREPL	0.0016615218482911587
NAA15	ASB9	0.0016615194035694003
ZNF471	TMEM131	0.0016615181230008602
TFDP1	EPB41L3	0.0016615160275250673
TCF19	DEDD2	0.0016615062486380339
ZNF764	KLF6	0.0016614901833236217
PPARA	OTUD6B	0.0016614862252026796
SLA2	PLOD2	0.0016614686464890838
PER3	SRSF3	0.0016614679479971528
BMPR1A	STAT3	0.0016614600317552686
CXXC1	BTBD10	0.0016614495543763041
REL	NAP1L3	0.0016614458290860057
XRCC6	ANKRD1	0.0016614292981103063
NFIC	APLNR	0.0016614221967756748
TCF7L1	SALL3	0.0016614202177152038
SMAD2	VAMP7	0.0016614049673080444
RFXANK	ISCA1	0.0016613962361589074
SNAI2	RSPO3	0.0016613934421911836
GTF3C4	HCFC1	0.0016613865736871958
ZNF471	FAM135A	0.0016613733023405075
HCFC1	ARHGAP29	0.0016613621264696121
KAT6A	TMEM38B	0.00166135944891721
SHOX2	DNAJB14	0.0016613436164334416
RNF19A	WWTR1	0.0016613425686955452
GRHL2	ZDHHC21	0.0016613235929980874
SRSF3	NEDD4	0.0016612886684015393
POLR3E	HLX	0.0016612872714176774
ZFHX3	SERTAD2	0.0016612765612080693
CNBP	RAI1	0.0016612526960670948
KAT6A	RAI14	0.0016612481558695436
ASB9	POLR2H	0.0016612359322607517
TRIP13	BNIP3	0.0016612246399745345
WWTR1	TFAP2A	0.00166121416259557
SOS2	ESRRG	0.0016612122999504209
POLR2G	VWA5A	0.001661193324252963
TEAD4	SATB1	0.0016611847095191479
STAT3	TPD52	0.0016611737664788961
XRCC5	ACTC1	0.0016611681785434484
ZNF398	C4ORF46	0.0016611618921160698
TLR4	ETV1	0.0016611545579507947
TAF1L	SLCO2A1	0.0016611480386927724
RBM14	PSMD9	0.0016611472237855196
HNRNPK	RPE	0.0016611419850960374
FOXH1	PITX2	0.0016611255705356598
MEF2D	RORB	0.0016611111350357533
ZFPM2	DCAF6	0.0016611082246527076
RNPS1	GLMN	0.0016611031023785472
NR0B1	MYBL2	0.0016610912280157208
OTX2	DKK1	0.0016609914600849152
SUPT7L	NFYB	0.0016609671292826533
ILF2	NFIC	0.0016609508311375976
SRSF3	PLAGL2	0.0016609340673312545
POLR2F	RBBP8	0.0016609333688393235
UPF1	BHLHE40	0.001660877256654203
SALL2	THY1	0.0016608531586825848
RNF19A	AFF1	0.001660838141106069
TBX3	SULF2	0.0016608185833320022
SRSF1	PURA	0.001660759560763836
APC	PPT2	0.0016607537399977446
CHAF1A	SNAI2	0.0016607434954494238
MCM6	MFAP4	0.0016607422148808837
HOXB4	POLB	0.0016607033321633935
ZNF202	MCM3	0.0016606645658612251
TRIM25	ZIC2	0.0016606580466032028
POLR2K	RNPS1	0.0016606257995590568
PLAGL1	GRPR	0.001660620211623609
AFF4	SENP7	0.001660577254369855
NONO	HTRA1	0.0016605681739747524
MCM6	ZNF165	0.0016605594428256154
POLR2G	TTC39B	0.0016604926204308867
ZKSCAN1	RNF14	0.0016604831907898188
SALL3	MITF	0.0016604724805802107
ANKRD1	RRAS2	0.0016604646807536483
